test_id,gene_id,gene,locus,isoform_status,CIML,MIML,log2FoldChange,p_value,q_value,significant
ENSMUST00000082090,ENSMUSG00000062444,Ap3b2,7:81460400-81493925,mRNA,31.5869,47.4685,-0.587644,0.0025,0.025422,Down
ENSMUST00000099276,ENSMUSG00000074748,Atxn7l3b,10:112925429-112928995,mRNA,53.5813,78.9956,-0.560042,0.0025,0.025422,Down
ENSMUST00000172330,ENSMUSG00000031284,Pak3,X:143518590-143797796,mRNA,7.64831,15.0585,-0.977364,0.0025,0.025422,Down
ENSMUST00000092618,ENSMUSG00000068328,Aup1,6:83034172-83057808,mRNA,33.0651,19.1921,0.784796,0.0025,0.025422,Up
ENSMUST00000035069,ENSMUSG00000032491,Nradd,9:110621134-110624452,mRNA,2.02436,0.653981,1.63015,0.0025,0.025422,Up
ENSMUST00000061093,ENSMUSG00000026614,Slc30a10,1:185447115-185468762,mRNA,2.14538,3.67511,-0.776559,0.0025,0.025422,Down
ENSMUST00000030814,ENSMUSG00000028969,Cdk5,5:24418240-24423530,mRNA,24.5408,37.2422,-0.601756,0.0025,0.025422,Down
ENSMUST00000056937,ENSMUSG00000043510,Hscb,5:110829069-110839777,mRNA,11.3834,4.97169,1.19513,0.0025,0.025422,Up
ENSMUST00000101525,ENSMUSG00000020407,Upp1,11:9118102-9136170,mRNA,5.37287,0.683092,2.97554,0.0025,0.025422,Up
ENSMUST00000190496,ENSMUSG00000034595,Ppp1r18,17:35865592-35875596,mRNA,11.616,1.40326,3.04925,0.00255,0.0258133,Up
ENSMUST00000090569,ENSMUSG00000068749,Psma5,3:108256925-108279974,mRNA,71.255,46.601,0.61263,0.00255,0.0258133,Up
ENSMUST00000188964,ENSMUSG00000060519,Tor3a,1:156653616-156674356,mRNA,15.5797,0.453718,5.10173,0.00255,0.0258133,Up
ENSMUST00000090379,ENSMUSG00000039701,Usp53,3:122931492-122984510,mRNA,10.0104,6.44717,0.634759,0.00255,0.0258133,Up
ENSMUST00000113575,ENSMUSG00000051703,Tmem198,1:75479531-75485705,mRNA,10.3631,16.9275,-0.707916,0.00255,0.0258133,Down
ENSMUST00000166117,ENSMUSG00000051235,Gen1,12:11238919-11265797,mRNA,0.757316,0.262953,1.52609,0.00255,0.0258133,Up
ENSMUST00000022007,ENSMUSG00000021534,1700001L19Rik,13:68597420-68614231,mRNA,1.52678,3.78484,-1.30974,0.00255,0.0258133,Down
ENSMUST00000030163,ENSMUSG00000028451,1700022I11Rik,4:42969630-42974326,mRNA,0.571382,0.14362,1.9922,0.00255,0.0258133,Up
ENSMUST00000045054,ENSMUSG00000036667,Tcaf1,6:42668001-42710088,mRNA,21.6186,37.779,-0.805308,0.00255,0.0258133,Down
ENSMUST00000035227,ENSMUSG00000032606,Nicn1,9:108290428-108296498,mRNA,30.8367,45.7482,-0.569067,0.00255,0.0258133,Down
ENSMUST00000052332,ENSMUSG00000026782,Abi2,1:60409618-60481158,mRNA,24.7959,44.3997,-0.840447,0.00255,0.0258133,Down
ENSMUST00000041475,ENSMUSG00000048612,Myof,19:37899035-38043577,mRNA,2.05862,0.602921,1.77163,0.00255,0.0258133,Up
ENSMUST00000039564,ENSMUSG00000033342,Plppr5,3:117574835-117689507,mRNA,3.7575,7.29353,-0.956846,0.00255,0.0258133,Down
ENSMUST00000080394,ENSMUSG00000040990,Sh3kbp1,X:159627271-159978069,mRNA,9.76629,3.53526,1.46599,0.00255,0.0258133,Up
ENSMUST00000069097,ENSMUSG00000028842,Ago3,4:126331703-126429556,mRNA,6.69227,10.0673,-0.589107,0.0026,0.0262168,Down
ENSMUST00000025694,ENSMUSG00000024766,Lipo3,19:33555159-33769142,mRNA,4.38475,1.75629,1.31997,0.0026,0.0262168,Up
ENSMUST00000075550,ENSMUSG00000045273,Cenph,13:100759673-100775899,mRNA,1.25036,0.20085,2.63816,0.0026,0.0262168,Up
ENSMUST00000020107,ENSMUSG00000019943,Atp2b1,10:98914405-99026143,mRNA,75.9065,127.012,-0.742675,0.0026,0.0262168,Down
ENSMUST00000001059,ENSMUSG00000020715,Ern1,11:106394649-106487836,mRNA,4.81643,2.96989,0.697557,0.0026,0.0262168,Up
ENSMUST00000172148,ENSMUSG00000007480,Mc5r,18:68337602-68339711,mRNA,1.89019,0.591808,1.67533,0.0026,0.0262168,Up
ENSMUST00000099576,ENSMUSG00000044042,Fmn1,2:113327735-113716767,mRNA,3.83965,6.26907,-0.707278,0.0026,0.0262168,Down
ENSMUST00000133567,ENSMUSG00000045573,Penk,4:4133530-4188703,mRNA,41.1848,90.1372,-1.13001,0.0026,0.0262168,Down
ENSMUST00000096243,ENSMUSG00000071649,B3gat3,19:8920373-8927234,mRNA,40.6574,60.9763,-0.584733,0.0026,0.0262168,Down
ENSMUST00000084770,ENSMUSG00000055373,Fut9,4:25609331-25800244,mRNA,23.9607,37.2913,-0.638168,0.0026,0.0262168,Down
ENSMUST00000038382,ENSMUSG00000042686,Jph1,1:16994937-17097889,mRNA,4.93002,7.93767,-0.687122,0.0026,0.0262168,Down
ENSMUST00000164114,ENSMUSG00000044033,Ccdc141,2:77009901-77170635,mRNA,7.01939,4.27151,0.716597,0.0026,0.0262168,Up
ENSMUST00000070635,ENSMUSG00000029860,Zyx,6:42328712-42373268,mRNA,20.2083,11.3423,0.833231,0.00265,0.0266092,Up
ENSMUST00000080353,ENSMUSG00000063049,Ing2,8:47667177-47675158,mRNA,4.95217,8.00861,-0.693491,0.00265,0.0266092,Down
ENSMUST00000103108,ENSMUSG00000035112,Wnk4,11:101260597-101277409,mRNA,1.41042,0.629465,1.16393,0.00265,0.0266092,Up
ENSMUST00000209382,ENSMUSG00000068167,Csnka2ip,16:64477805-64602408,mRNA,1.0447,0.135373,2.94809,0.00265,0.0266092,Up
ENSMUST00000029423,ENSMUSG00000027834,Serpini1,3:75557546-75643495,mRNA,38.4742,57.881,-0.5892,0.00265,0.0266092,Down
ENSMUST00000165460,ENSMUSG00000045795,Whamm,7:81571291-81596836,mRNA,6.38052,3.6758,0.795618,0.00265,0.0266092,Up
ENSMUST00000023444,ENSMUSG00000022761,Lztr1,16:17508687-17526333,mRNA,23.2094,35.6666,-0.619864,0.00265,0.0266092,Down
ENSMUST00000112513,ENSMUSG00000025658,Cnksr2,X:157821435-158043294,mRNA,14.3111,32.4743,-1.18216,0.00265,0.0266092,Down
ENSMUST00000061427,ENSMUSG00000043635,Adamts3,5:89677086-89883334,mRNA,5.89432,10.0401,-0.768378,0.00265,0.0266092,Down
ENSMUST00000080208,ENSMUSG00000024044,Epb41l3,17:69075682-69289989,mRNA,26.1768,43.3516,-0.727799,0.00265,0.0266092,Down
ENSMUST00000120754,ENSMUSG00000000530,Acvrl1,15:101128521-101145336,mRNA,6.29487,3.3055,0.929307,0.00265,0.0266092,Up
ENSMUST00000022078,ENSMUSG00000021589,Rhobtb3,13:75869536-75943925,mRNA,7.8882,12.1602,-0.6244,0.00265,0.0266092,Down
ENSMUST00000040999,ENSMUSG00000064294,Aox3,1:58113135-58200698,mRNA,1.42701,0.684657,1.05954,0.00265,0.0266092,Up
ENSMUST00000088468,ENSMUSG00000043832,Clec4a3,6:122952514-122969875,mRNA,9.743,0.383787,4.66599,0.0027,0.0270547,Up
ENSMUST00000027322,ENSMUSG00000026142,Rhbdd1,1:82316451-82445366,mRNA,5.83352,3.43741,0.763042,0.0027,0.0270547,Up
ENSMUST00000058801,ENSMUSG00000056116,H2-T22,17:36038406-36042747,mRNA,30.7042,1.04062,4.88293,0.0027,0.0270547,Up
ENSMUST00000096242,ENSMUSG00000071648,Rom1,19:8927381-8929356,mRNA,7.29686,3.92509,0.894549,0.0027,0.0270547,Up
ENSMUST00000165175,ENSMUSG00000053025,Sv2b,7:75114893-75318485,mRNA,22.7946,47.3627,-1.05506,0.0027,0.0270547,Down
ENSMUST00000102483,ENSMUSG00000058546,Rpl23a,11:78176710-78183584,mRNA,504.388,326.488,0.627507,0.0027,0.0270547,Up
ENSMUST00000189137,ENSMUSG00000032839,Trpc1,9:95705081-95750358,mRNA,6.8168,11.3888,-0.740452,0.0027,0.0270547,Down
ENSMUST00000036439,ENSMUSG00000039385,Cdh6,15:13034199-13173639,mRNA,3.64126,6.49575,-0.835059,0.00275,0.0274494,Down
ENSMUST00000059348,ENSMUSG00000023982,Guca1a,17:47394559-47400584,mRNA,1.40559,0.183371,2.93834,0.00275,0.0274494,Up
ENSMUST00000212600,ENSMUSG00000006519,Cyba,8:119910359-124345722,mRNA,3.26664,6.88E-31,101.905,0.00275,0.0274494,Up
ENSMUST00000087883,ENSMUSG00000026043,Col3a1,1:45311537-45349706,mRNA,8.93109,5.60362,0.672478,0.00275,0.0274494,Up
ENSMUST00000186129,ENSMUSG00000026193,Fn1,1:71585519-71662053,mRNA,10.2278,3.93864,1.37673,0.00275,0.0274494,Up
ENSMUST00000030018,ENSMUSG00000028334,Nans,4:46489247-46503632,mRNA,10.4391,6.12957,0.768138,0.00275,0.0274494,Up
ENSMUST00000075805,ENSMUSG00000026586,Prrx1,1:163245118-163313710,mRNA,2.81617,1.19828,1.23277,0.00275,0.0274494,Up
ENSMUST00000111838,ENSMUSG00000033392,Clasp2,9:113741472-113919682,mRNA,41.3737,69.1185,-0.740358,0.00275,0.0274494,Down
ENSMUST00000072040,ENSMUSG00000021115,Vrk1,12:106010227-106077426,mRNA,7.14307,2.55424,1.48365,0.00275,0.0274494,Up
ENSMUST00000194296,ENSMUSG00000070942,Il1rl2,1:40324626-40367562,mRNA,0.726823,0.211095,1.78371,0.00275,0.0274494,Up
ENSMUST00000053969,ENSMUSG00000042700,Sipa1l1,12:82169419-82451786,mRNA,16.6907,35.5588,-1.09116,0.00275,0.0274494,Down
ENSMUST00000094761,ENSMUSG00000042608,Stk40,4:126103956-126141029,mRNA,14.656,9.51009,0.623962,0.00275,0.0274494,Up
ENSMUST00000060427,ENSMUSG00000053560,Ier2,8:84661330-84662852,mRNA,13.8319,7.94149,0.800517,0.00275,0.0274494,Up
ENSMUST00000015612,ENSMUSG00000015468,Notch4,17:34564267-34588503,mRNA,2.4651,1.4066,0.809438,0.0028,0.0278245,Up
ENSMUST00000183482,ENSMUSG00000049511,Htr1b,9:81628290-81645156,mRNA,2.60719,4.5888,-0.815622,0.0028,0.0278245,Down
ENSMUST00000030436,ENSMUSG00000028675,Pnrc2,4:135870917-135873850,mRNA,35.1511,23.2371,0.597143,0.0028,0.0278245,Up
ENSMUST00000069994,ENSMUSG00000056091,St3gal5,6:72097591-72154571,mRNA,28.6765,45.2001,-0.656454,0.0028,0.0278245,Down
ENSMUST00000162528,ENSMUSG00000025221,Kcnip2,19:45791838-45816061,mRNA,13.3675,48.5567,-1.86094,0.0028,0.0278245,Down
ENSMUST00000027287,ENSMUSG00000026113,Inpp4a,1:37299890-37410736,mRNA,35.0951,57.0181,-0.700151,0.0028,0.0278245,Down
ENSMUST00000206341,ENSMUSG00000036578,Fxyd7,7:31042512-31051467,mRNA,9.77883,26.3329,-1.42913,0.0028,0.0278245,Down
ENSMUST00000037814,ENSMUSG00000040759,Cmtm5,14:54936469-54939256,mRNA,52.6943,82.7888,-0.651788,0.0028,0.0278245,Down
ENSMUST00000113966,ENSMUSG00000052372,Il1rapl1,X:86740869-88115645,mRNA,3.82363,6.42206,-0.748094,0.0028,0.0278245,Down
ENSMUST00000060441,ENSMUSG00000046207,Pik3r6,11:68503018-68552698,mRNA,1.96757,0.854479,1.20329,0.0028,0.0278245,Up
ENSMUST00000046959,ENSMUSG00000040966,Slc22a2,17:12584188-12628465,mRNA,1.48233,0.461897,1.68222,0.0028,0.0278245,Up
ENSMUST00000053536,ENSMUSG00000041598,Cdc42ep4,11:113726849-113751881,mRNA,30.8862,19.4782,0.665099,0.0028,0.0278245,Up
ENSMUST00000109802,ENSMUSG00000002885,Adgre5,8:83715176-83741326,mRNA,6.17564,0.871812,2.8245,0.0028,0.0278245,Up
ENSMUST00000162372,ENSMUSG00000029221,Slc30a9,5:67306954-67358443,mRNA,21.401,31.6494,-0.564505,0.0028,0.0278245,Down
ENSMUST00000015894,ENSMUSG00000015750,Aph1a,3:95893968-95904691,mRNA,18.1029,9.62961,0.910672,0.0028,0.0278245,Up
ENSMUST00000112112,ENSMUSG00000029544,Cabp1,5:115168688-115194381,mRNA,17.9289,40.6819,-1.1821,0.00285,0.0282463,Down
ENSMUST00000119185,ENSMUSG00000020061,Mybpc1,10:88518278-88605152,mRNA,4.57172,1.97468,1.21112,0.00285,0.0282463,Up
ENSMUST00000107968,ENSMUSG00000050063,Klk6,7:43824498-43832030,mRNA,22.7486,4.69911,2.27532,0.00285,0.0282463,Up
ENSMUST00000009036,ENSMUSG00000008892,Vdac3,8:22577074-22593813,mRNA,45.0649,13.3641,1.75364,0.00285,0.0282463,Up
ENSMUST00000121369,ENSMUSG00000032850,Rnft2,5:118190735-118245116,mRNA,10.5521,17.8902,-0.761634,0.00285,0.0282463,Down
ENSMUST00000111891,ENSMUSG00000030220,Arhgdib,6:136923654-136968865,mRNA,25.3083,2.7168,3.21963,0.00285,0.0282463,Up
ENSMUST00000022875,ENSMUSG00000022265,Ank,15:27466676-27594909,mRNA,54.8728,80.5789,-0.554312,0.00285,0.0282463,Down
ENSMUST00000048678,ENSMUSG00000033105,Lss,10:76531606-76562226,mRNA,6.5587,10.3413,-0.65693,0.00285,0.0282463,Down
ENSMUST00000025025,ENSMUSG00000024190,Dusp1,17:26505589-26508519,mRNA,37.5685,23.9816,0.647598,0.0029,0.0286573,Up
ENSMUST00000061850,ENSMUSG00000037251,Pomk,8:25980603-25994133,mRNA,6.90287,10.7582,-0.640174,0.0029,0.0286573,Down
ENSMUST00000177840,ENSMUSG00000025510,Cd151,7:141467392-141471473,mRNA,14.6616,7.39681,0.987064,0.0029,0.0286573,Up
ENSMUST00000037636,ENSMUSG00000034336,Ina,19:46886830-47025327,mRNA,36.1102,60.6861,-0.748961,0.0029,0.0286573,Down
ENSMUST00000197431,ENSMUSG00000041468,Gpr12,5:146582399-146585239,mRNA,3.983,8.22697,-1.04651,0.0029,0.0286573,Down
ENSMUST00000171989,ENSMUSG00000067714,Lpar5,6:125067919-125082472,mRNA,1.87068,0.17748,3.39784,0.0029,0.0286573,Up
ENSMUST00000159814,ENSMUSG00000049866,Arl4c,1:88673126-88702221,mRNA,26.2074,17.5132,0.581529,0.0029,0.0286573,Up
ENSMUST00000112459,ENSMUSG00000026896,Ifih1,2:62595797-62646211,mRNA,9.48953,0.346682,4.77465,0.0029,0.0286573,Up
ENSMUST00000117785,ENSMUSG00000052516,Robo2,16:73892305-74411785,mRNA,3.08759,7.35167,-1.25159,0.0029,0.0286573,Down
ENSMUST00000121785,ENSMUSG00000058056,Palld,8:61511432-61902690,mRNA,1.254,0.202019,2.63398,0.00295,0.029066,Up
ENSMUST00000120004,ENSMUSG00000057093,Zfp607b,7:27689339-27706484,mRNA,1.85363,3.29355,-0.829294,0.00295,0.029066,Down
ENSMUST00000005188,ENSMUSG00000005057,Sh2b2,5:136218146-136246556,mRNA,3.8427,1.5156,1.34223,0.00295,0.029066,Up
ENSMUST00000044660,ENSMUSG00000042178,Armc5,7:128234457-128245100,mRNA,8.36124,5.0673,0.722499,0.00295,0.029066,Up
ENSMUST00000068564,ENSMUSG00000026430,Rassf5,1:131153180-131245258,mRNA,11.1905,2.33799,2.25894,0.00295,0.029066,Up
ENSMUST00000081028,ENSMUSG00000030199,Etv6,6:134035699-134270158,mRNA,3.15385,1.04701,1.59084,0.00295,0.029066,Up
ENSMUST00000037290,ENSMUSG00000040354,Mars,10:127289695-127311786,mRNA,11.7772,4.43755,1.40817,0.00295,0.029066,Up
ENSMUST00000102691,ENSMUSG00000055612,Cdca7,2:72476158-72486893,mRNA,2.30976,1.07288,1.10625,0.00295,0.029066,Up
ENSMUST00000169652,ENSMUSG00000049625,Tifab,13:56173703-56178885,mRNA,2.49285,0.39375,2.66245,0.00295,0.029066,Up
ENSMUST00000045743,ENSMUSG00000038205,Prkab2,3:97658211-97674694,mRNA,7.08693,10.8215,-0.610669,0.00295,0.029066,Down
ENSMUST00000197748,ENSMUSG00000025437,Usp33,3:152346477-152393617,mRNA,12.3156,21.6722,-0.815366,0.003,0.0294809,Down
ENSMUST00000037850,ENSMUSG00000034484,Snx2,18:53176364-53220860,mRNA,40.6576,26.8484,0.598686,0.003,0.0294809,Up
ENSMUST00000078856,ENSMUSG00000058488,Kl,5:150952606-150993817,mRNA,9.23192,5.61188,0.718146,0.003,0.0294809,Up
ENSMUST00000094626,ENSMUSG00000047216,Cdh19,1:110888325-110977363,mRNA,5.10652,3.06247,0.737645,0.003,0.0294809,Up
ENSMUST00000029142,ENSMUSG00000027613,Eif6,2:155819831-155826925,mRNA,38.0642,24.3337,0.645478,0.003,0.0294809,Up
ENSMUST00000211816,ENSMUSG00000074151,Nlrc5,8:94422897-94527272,mRNA,31.7486,0.0652708,8.92604,0.003,0.0294809,Up
ENSMUST00000095914,ENSMUSG00000069255,Dusp22,13:30659998-30711231,mRNA,5.29182,8.9848,-0.763722,0.003,0.0294809,Down
ENSMUST00000022561,ENSMUSG00000021986,Amer2,14:60373258-60388197,mRNA,12.6018,18.9053,-0.585165,0.003,0.0294809,Down
ENSMUST00000071750,ENSMUSG00000032332,Col12a1,9:79598990-79718720,mRNA,2.83925,1.74197,0.704784,0.00305,0.0298848,Up
ENSMUST00000048043,ENSMUSG00000041729,Coro2b,9:62419491-62537044,mRNA,26.2074,40.5027,-0.628042,0.00305,0.0298848,Down
ENSMUST00000003433,ENSMUSG00000020190,Mknk2,10:80665326-80678112,mRNA,12.8285,5.75275,1.15703,0.00305,0.0298848,Up
ENSMUST00000076236,ENSMUSG00000022211,Carmil3,14:55491092-55508246,mRNA,3.8904,6.22626,-0.678446,0.00305,0.0298848,Down
ENSMUST00000038709,ENSMUSG00000039294,BC017643,11:121177590-121229322,mRNA,10.5299,3.72529,1.49908,0.00305,0.0298848,Up
ENSMUST00000070532,ENSMUSG00000028773,Fabp3,4:130308161-130359943,mRNA,33.3075,64.0383,-0.943089,0.00305,0.0298848,Down
ENSMUST00000170998,ENSMUSG00000070304,Scn2b,9:45079182-45135606,mRNA,45.0559,74.5579,-0.726646,0.00305,0.0298848,Down
ENSMUST00000000619,ENSMUSG00000000605,Clcn4,7:7282308-7299533,mRNA,32.0686,48.2281,-0.588713,0.00305,0.0298848,Down
ENSMUST00000098242,ENSMUSG00000073987,Ggh,4:20042051-20066750,mRNA,9.91409,5.98944,0.727059,0.00305,0.0298848,Up
ENSMUST00000029404,ENSMUSG00000053825,Ppfia2,10:106466938-107123668,mRNA,16.9373,26.3483,-0.637506,0.00305,0.0298848,Down
ENSMUST00000053577,ENSMUSG00000045394,Epcam,17:87635978-87651106,mRNA,0.496963,0.0451494,3.46036,0.0031,0.0302689,Up
ENSMUST00000051454,ENSMUSG00000048388,Fam171b,2:83812635-83883486,mRNA,34.3071,52.5698,-0.615729,0.0031,0.0302689,Down
ENSMUST00000077972,ENSMUSG00000042359,Osbpl6,2:76406537-76600647,mRNA,8.90772,14.1519,-0.66787,0.0031,0.0302689,Down
ENSMUST00000141112,ENSMUSG00000078584,AU022252,4:119219841-119232712,mRNA,4.14983,6.39741,-0.624436,0.0031,0.0302689,Down
ENSMUST00000103225,ENSMUSG00000057181,5730455P16Rik,11:80360491-80378034,mRNA,14.1303,21.0483,-0.574917,0.0031,0.0302689,Down
ENSMUST00000027943,ENSMUSG00000026630,Batf3,1:191098324-191108943,mRNA,3.90172,0.700096,2.47849,0.0031,0.0302689,Up
ENSMUST00000062149,ENSMUSG00000020642,Rnf144a,12:26306793-26415254,mRNA,4.96936,8.35626,-0.749797,0.0031,0.0302689,Down
ENSMUST00000041683,ENSMUSG00000042506,Usp22,11:61151784-61175055,mRNA,57.4033,84.6764,-0.560825,0.0031,0.0302689,Down
ENSMUST00000201349,ENSMUSG00000067629,Syngap1,17:26941252-26972434,mRNA,13.6428,31.3384,-1.1998,0.0031,0.0302689,Down
ENSMUST00000090070,ENSMUSG00000054435,Gimap4,6:48684548-48692060,mRNA,9.78391,0.347608,4.81488,0.0031,0.0302689,Up
ENSMUST00000029908,ENSMUSG00000028246,Faxc,4:21931330-21994751,mRNA,12.2791,19.0787,-0.63576,0.0031,0.0302689,Down
ENSMUST00000170926,ENSMUSG00000032698,Lmo2,2:103957985-103981878,mRNA,15.0723,8.16598,0.884205,0.0031,0.0302689,Up
ENSMUST00000040576,ENSMUSG00000034981,Parm1,5:91517614-91626894,mRNA,10.2799,15.4741,-0.590029,0.00315,0.0306947,Down
ENSMUST00000020721,ENSMUSG00000020439,Smtn,11:3517522-3540612,mRNA,2.08328,0.78006,1.4172,0.00315,0.0306947,Up
ENSMUST00000097808,ENSMUSG00000041670,Rims1,1:22286250-22805994,mRNA,23.9452,56.1948,-1.2307,0.00315,0.0306947,Down
ENSMUST00000021375,ENSMUSG00000020986,Sec23a,12:58953088-59012017,mRNA,23.2875,35.1986,-0.595959,0.00315,0.0306947,Down
ENSMUST00000102794,ENSMUSG00000035778,Ggta1,2:35400178-35461449,mRNA,3.98954,0.514994,2.9536,0.00315,0.0306947,Up
ENSMUST00000109104,ENSMUSG00000055435,Maf,8:115682941-115707794,mRNA,7.44141,4.32442,0.783071,0.00315,0.0306947,Up
ENSMUST00000119990,ENSMUSG00000037552,Plekhg2,7:28359603-28372599,mRNA,2.43722,0.511384,2.25276,0.0032,0.0310559,Up
ENSMUST00000061856,ENSMUSG00000024978,Gpam,19:55069733-55099451,mRNA,32.5295,21.8248,0.575779,0.0032,0.0310559,Up
ENSMUST00000033008,ENSMUSG00000030751,Psma1,7:114264605-114276118,mRNA,92.3611,62.4988,0.563456,0.0032,0.0310559,Up
ENSMUST00000092576,ENSMUSG00000027646,Src,2:157418443-157471862,mRNA,12.4492,23.697,-0.928652,0.0032,0.0310559,Down
ENSMUST00000043815,ENSMUSG00000038759,Nup205,6:35177420-35247596,mRNA,12.0758,7.89509,0.61309,0.0032,0.0310559,Up
ENSMUST00000047753,ENSMUSG00000040584,Abcb1a,5:8660076-8748575,mRNA,12.9808,8.61635,0.591236,0.0032,0.0310559,Up
ENSMUST00000026858,ENSMUSG00000025758,Plk4,3:40800018-40816883,mRNA,2.87244,1.4323,1.00394,0.0032,0.0310559,Up
ENSMUST00000108110,ENSMUSG00000036570,Fxyd1,7:31051677-31055708,mRNA,34.0404,10.0063,1.76633,0.0032,0.0310559,Up
ENSMUST00000039758,ENSMUSG00000035885,Cox8a,19:7215157-7217616,mRNA,928.646,1389.79,-0.58167,0.0032,0.0310559,Down
ENSMUST00000031977,ENSMUSG00000029916,Agk,6:40325171-40396762,mRNA,10.5021,16.3615,-0.639623,0.0032,0.0310559,Down
ENSMUST00000154553,ENSMUSG00000073468,Sft2d1,17:8311101-8327442,mRNA,25.33,14.9849,0.757335,0.0032,0.0310559,Up
ENSMUST00000106000,ENSMUSG00000025510,Cd151,7:141467392-141471473,mRNA,12.7357,6.21985,1.03392,0.0032,0.0310559,Up
ENSMUST00000027472,ENSMUSG00000026255,Efhd1,1:87264362-87310839,mRNA,8.20709,13.5957,-0.72821,0.0032,0.0310559,Down
ENSMUST00000102879,ENSMUSG00000026833,Olfm1,2:28192991-28230736,mRNA,102.279,238.048,-1.21874,0.0032,0.0310559,Down
ENSMUST00000067530,ENSMUSG00000054455,Vapb,2:173737510-173784336,mRNA,15.5355,22.7762,-0.551954,0.00325,0.0314232,Down
ENSMUST00000045903,ENSMUSG00000032536,Trak1,9:121297511-121474918,mRNA,16.9423,30.5523,-0.850656,0.00325,0.0314232,Down
ENSMUST00000110082,ENSMUSG00000001175,Calm1,12:100199434-100209814,mRNA,390.463,729.641,-0.902002,0.00325,0.0314232,Down
ENSMUST00000094559,ENSMUSG00000057315,Arhgap24,5:102481390-102897937,mRNA,2.42586,0.952261,1.34907,0.00325,0.0314232,Up
ENSMUST00000080299,ENSMUSG00000022634,Yaf2,15:93284277-93336808,mRNA,23.2781,35.228,-0.597749,0.00325,0.0314232,Down
ENSMUST00000028000,ENSMUSG00000026683,Nuf2,1:169497933-169531464,mRNA,3.67241,0.624912,2.555,0.00325,0.0314232,Up
ENSMUST00000103188,ENSMUSG00000027327,1700037H04Rik,2:131146324-131160081,mRNA,21.2674,33.7051,-0.664325,0.00325,0.0314232,Down
ENSMUST00000113242,ENSMUSG00000059013,Sh2d3c,2:32721054-32755512,mRNA,1.71875,5.38772,-1.64832,0.00325,0.0314232,Down
ENSMUST00000022986,ENSMUSG00000022358,Fbxo32,15:58175878-58214892,mRNA,4.75352,7.30284,-0.61946,0.00325,0.0314232,Down
ENSMUST00000026546,ENSMUSG00000025473,Adam8,7:139950439-139992562,mRNA,2.36744,0.300617,2.97733,0.00325,0.0314232,Up
ENSMUST00000044252,ENSMUSG00000039183,Nubp2,17:24882610-24886350,mRNA,26.5723,17.0842,0.637255,0.00325,0.0314232,Up
ENSMUST00000179936,ENSMUSG00000001036,Epn2,11:61517248-61579687,mRNA,7.75208,16.683,-1.10572,0.00325,0.0314232,Down
ENSMUST00000093360,ENSMUSG00000031691,Tnpo2,8:85036914-85067121,mRNA,25.2308,40.1404,-0.669868,0.00325,0.0314232,Down
ENSMUST00000061639,ENSMUSG00000049516,Spty2d1,7:46990395-47008411,mRNA,9.66501,6.33519,0.609382,0.0033,0.0318151,Up
ENSMUST00000101126,ENSMUSG00000030029,Lrig1,6:94500330-94700145,mRNA,24.2395,15.07,0.685683,0.0033,0.0318151,Up
ENSMUST00000032487,ENSMUSG00000030337,Vamp1,6:125215550-125241249,mRNA,33.9027,73.0929,-1.10833,0.0033,0.0318151,Down
ENSMUST00000166897,ENSMUSG00000022752,Tomm70a,16:57121713-57154530,mRNA,46.0799,68.4275,-0.570438,0.0033,0.0318151,Down
ENSMUST00000041029,ENSMUSG00000036867,Smad6,9:63953075-64022059,mRNA,2.01956,0.913109,1.14518,0.0033,0.0318151,Up
ENSMUST00000223679,ENSMUSG00000039308,Ndst2,14:20723729-20734562,mRNA,7.15301,4.00886,0.835359,0.0033,0.0318151,Up
ENSMUST00000079195,ENSMUSG00000038143,Stox2,8:47180047-47413837,mRNA,15.8352,23.9414,-0.596376,0.0033,0.0318151,Down
ENSMUST00000030714,ENSMUSG00000028883,Sema3a,5:13396783-13602565,mRNA,4.14363,6.89991,-0.735683,0.0033,0.0318151,Down
ENSMUST00000113438,ENSMUSG00000030022,Adamts9,6:92772698-93272979,mRNA,2.58035,1.47367,0.808148,0.0033,0.0318151,Up
ENSMUST00000105466,ENSMUSG00000019916,P4ha1,10:59323295-59373304,mRNA,19.7517,11.591,0.768967,0.0033,0.0318151,Up
ENSMUST00000167841,ENSMUSG00000026814,Eng,2:32646594-32704145,mRNA,4.92826,1.71732,1.52092,0.00335,0.0321864,Up
ENSMUST00000071944,ENSMUSG00000029217,Tec,5:72755715-72868459,mRNA,2.35219,0.371522,2.66249,0.00335,0.0321864,Up
ENSMUST00000061620,ENSMUSG00000055567,Unc80,1:66468366-66699148,mRNA,21.1943,35.8331,-0.757617,0.00335,0.0321864,Down
ENSMUST00000039991,ENSMUSG00000037344,Slc12a9,5:137314557-137333597,mRNA,14.8708,9.62626,0.627439,0.00335,0.0321864,Up
ENSMUST00000152420,ENSMUSG00000074063,Osgin1,8:119434123-119446256,mRNA,1.90273,0.303127,2.65008,0.00335,0.0321864,Up
ENSMUST00000114875,ENSMUSG00000036109,Mbnl3,X:51117268-51205990,mRNA,0.666099,0.0745365,3.15972,0.00335,0.0321864,Up
ENSMUST00000043294,ENSMUSG00000042607,Asb4,6:5383385-5433022,mRNA,1.17204,0.333375,1.8138,0.00335,0.0321864,Up
