Gid	Name	CPM-nCoV1	CPM-nCoV2	CPM-Ctrl1	CPM-Ctrl2	CPM-Ctrl3	baseMean(Counts)	log2FoldChange	lfcSE	stat	pvalue	padj	Tag
ENSG00000103121.8	CMC2	13.46	32.42	33.61	33.62	35.45	168.19	0.71	0.51	1.39	1.63E-01	2.67E-01	NC
ENSG00000166451.13	CENPN	8.16	1.06	11.84	13.04	9.98	40.01	-0.14	0.82	-0.17	8.63E-01	9.23E-01	NC
ENSG00000166454.10	ATMIN	100.78	89.5	67.24	71.48	71.79	604.62	1.75	0.1	17.82	0.00E+00	0.00E+00	NC
ENSG00000261609.7	GAN	8.16	5.64	2.07	2.96	1.57	39.86	2.96	0.43	6.81	0.00E+00	0.00E+00	NC
ENSG00000153815.16	CMIP	31.01	31.01	242.2	156.33	196.97	469.22	-1.38	0.3	-4.67	0.00E+00	0.00E+00	NC
ENSG00000197943.10	PLCG2	21.22	49.33	137.31	128.42	131.3	402.44	-0.5	0.47	-1.07	2.85E-01	4.23E-01	NC
ENSG00000135698.10	MPHOSPH6	25.3	15.5	42.59	39.08	45.42	167.79	0.22	0.19	1.16	2.45E-01	3.74E-01	NC
ENSG00000230989.7	HSBP1	66.91	66.59	91.64	105.61	93.2	491.05	0.76	0.15	5.26	0.00E+00	0.00E+00	NC
ENSG00000140943.17	MBTPS1	26.11	17.62	141.44	142.64	160.39	344.6	-1.47	0.18	-8.36	0.00E+00	0.00E+00	NC
ENSG00000103160.12	HSDL1	4.08	10.57	39.86	45.15	38.08	98.55	-1.25	0.65	-1.92	5.50E-02	1.08E-01	NC
ENSG00000154099.18	DNAAF1	1.22	14.09	8.13	5.76	0.84	55.9	2.23	1.18	1.88	5.95E-02	1.15E-01	NC
ENSG00000103168.16	TAF1C	4.9	4.23	48.66	44.21	47.24	91.45	-2.08	0.34	-6.12	0.00E+00	0.00E+00	NC
ENSG00000140950.16	MEAK7	8.57	0.7	16.58	13.74	14	45.78	-0.45	0.79	-0.57	5.72E-01	7.32E-01	NC
ENSG00000103187.8	COTL1	126.08	111.34	623.61	641.56	767.96	1656.13	-1.23	0.16	-7.69	0.00E+00	0.00E+00	NC
ENSG00000135686.13	KLHL36	23.26	17.62	66.39	59.49	67.26	193.72	-0.43	0.24	-1.76	7.92E-02	1.46E-01	NC
ENSG00000103194.15	USP10	33.46	50.74	87.64	93.24	92.47	348.4	0.14	0.35	0.41	6.81E-01	8.09E-01	NC
ENSG00000153786.12	ZDHHC7	18.77	11.98	157.59	156.42	184.08	340.44	-2.14	0.24	-9.1	0.00E+00	0.00E+00	Down
ENSG00000135709.12	KIAA0513	17.14	27.13	115.06	116.29	164.8	339.36	-1.09	0.44	-2.45	1.43E-02	3.58E-02	NC
ENSG00000153789.13	FAM92B	8.16	4.23	2.79	1.59	0.3	39.78	3.48	0.86	4.03	1.00E-04	3.00E-04	NC
ENSG00000131149.19	GSE1	22.85	16.21	82.09	107.14	83.69	231.33	-1	0.28	-3.58	3.00E-04	1.30E-03	NC
ENSG00000131148.9	EMC8	26.11	10.22	30.06	28.87	31.27	139.69	0.55	0.28	1.98	4.75E-02	9.56E-02	NC
ENSG00000131143.9	COX4I1	133.01	134.24	234.08	233.28	268.37	1083.43	0.45	0.15	2.93	3.40E-03	1.02E-02	NC
ENSG00000140968.11	IRF8	51.82	57.43	277.85	305.03	312.52	738.44	-1.17	0.21	-5.68	0.00E+00	0.00E+00	NC
ENSG00000140941.14	MAP1LC3B	150.15	138.12	203.87	217.89	184.53	1062.68	0.82	0.13	6.43	0.00E+00	0.00E+00	NC
ENSG00000140948.12	ZCCHC14	43.66	8.46	36.81	47.62	38.08	189.95	0.57	0.61	0.94	3.46E-01	4.95E-01	NC
ENSG00000104731.14	KLHDC4	8.16	0.7	33.78	30.19	31.67	69.94	-1.7	0.81	-2.1	3.61E-02	7.61E-02	NC
ENSG00000158545.15	ZC3H18	36.72	9.87	61.65	56.88	58.8	202.06	-0.16	0.51	-0.31	7.56E-01	8.57E-01	NC
ENSG00000051523.11	CYBA	7.34	11.28	367.07	315.28	343.42	584.84	-3.83	0.39	-9.86	0.00E+00	0.00E+00	Down
ENSG00000260630.7	SNAI3-AS1	22.85	0.7	5.18	4.88	6.64	51.95	1.93	1.18	1.63	1.03E-01	1.81E-01	NC
ENSG00000103335.22	PIEZO1	3.67	6.69	224.22	194.25	184.02	339.24	-3.95	0.33	-12.02	0.00E+00	0.00E+00	Down
ENSG00000198931.11	APRT	12.24	10.57	58.47	54.69	61.22	147.9	-1.06	0.22	-4.79	0.00E+00	0.00E+00	NC
ENSG00000141012.13	GALNS	6.53	7.75	79.67	94.48	89.01	177.17	-2.29	0.28	-8.32	0.00E+00	0.00E+00	Down
ENSG00000167515.10	TRAPPC2L	13.06	12.33	30.61	32.71	28.28	109.72	0.03	0.22	0.14	8.92E-01	9.40E-01	NC
ENSG00000176715.16	ACSF3	16.32	14.8	36	32.37	33.57	133.33	0.17	0.2	0.88	3.79E-01	5.32E-01	NC
ENSG00000170100.13	ZNF778	16.32	2.11	12.12	11.84	9.77	61.22	0.91	0.85	1.06	2.89E-01	4.28E-01	NC
ENSG00000167522.16	ANKRD11	146.07	77.87	116.29	107.53	114.7	736.41	1.25	0.17	7.25	0.00E+00	0.00E+00	NC
ENSG00000197912.15	SPG7	14.69	12.68	97.65	108.08	92.02	224.14	-1.56	0.2	-7.66	0.00E+00	0.00E+00	NC
ENSG00000167526.13	RPL13	329.26	318.52	276.85	262.51	338.1	2159.44	1.48	0.18	8.35	0.00E+00	0.00E+00	NC
ENSG00000131165.15	CHMP1A	21.22	9.16	104.22	91.07	106	223.13	-1.56	0.33	-4.72	0.00E+00	0.00E+00	NC
ENSG00000185324.22	CDK10	13.06	5.64	63.5	53.53	65.89	135.43	-1.52	0.34	-4.46	0.00E+00	0.00E+00	NC
ENSG00000141002.20	TCF25	36.31	12.33	156.12	140.31	150.15	352.5	-1.37	0.33	-4.11	0.00E+00	2.00E-04	NC
ENSG00000140995.16	DEF8	17.95	21.14	133.34	124.19	129.23	307.18	-1.39	0.19	-7.2	0.00E+00	0.00E+00	NC
ENSG00000177946.6	CENPBD1	9.79	9.16	32.04	29.52	37.88	100.13	-0.51	0.27	-1.86	6.29E-02	1.21E-01	NC
ENSG00000223959.8	AFG3L1P	8.98	5.64	29.58	27.88	24.82	84.29	-0.52	0.51	-1.01	3.13E-01	4.57E-01	NC
ENSG00000141252.20	VPS53	17.95	29.6	26.4	22.87	25.12	160.46	1.25	0.34	3.66	3.00E-04	1.00E-03	NC
ENSG00000167699.13	GLOD4	4.08	21.85	98.12	103.88	100.95	237.45	-1.42	0.76	-1.86	6.23E-02	1.20E-01	NC
ENSG00000167693.17	NXN	11.02	2.82	0.58	0.45	0.41	25.94	4.78	0.86	5.58	0.00E+00	0.00E+00	NC
ENSG00000159842.15	ABR	14.28	36.64	177.23	151.34	163.81	389.06	-1.36	0.5	-2.73	6.40E-03	1.79E-02	NC
ENSG00000108953.17	YWHAE	90.58	73.99	98.18	82.47	90.92	538.99	1.11	0.17	6.67	0.00E+00	0.00E+00	NC
ENSG00000197879.17	MYO1C	14.28	22.55	170.33	136.78	132.58	327.95	-1.63	0.37	-4.41	0.00E+00	1.00E-04	NC
ENSG00000132376.20	INPP5K	5.71	5.64	55.88	50.7	56.95	115.68	-1.94	0.33	-5.91	0.00E+00	0.00E+00	NC
ENSG00000174238.15	PITPNA	34.68	30.65	162.6	172.45	158.1	419.48	-1.04	0.13	-7.81	0.00E+00	0.00E+00	NC
ENSG00000167703.14	SLC43A2	6.53	7.05	56.96	63.33	68.01	134.83	-1.89	0.28	-6.7	0.00E+00	0.00E+00	NC
ENSG00000174231.17	PRPF8	53.45	71.17	215.82	222.47	251.55	696.53	-0.52	0.28	-1.82	6.89E-02	1.30E-01	NC
ENSG00000167716.18	WDR81	26.93	3.52	27.92	20.9	18	105.95	0.62	0.72	0.87	3.87E-01	5.40E-01	NC
ENSG00000132386.11	SERPINF1	44.88	9.87	19.57	12.94	9.68	159.97	2.23	0.59	3.78	2.00E-04	7.00E-04	NC
ENSG00000186532.12	SMYD4	14.69	13.39	27.45	29.71	22.87	118.32	0.41	0.27	1.5	1.34E-01	2.26E-01	NC
ENSG00000132383.12	RPA1	24.48	19.38	104.63	100.83	103.14	271.09	-0.94	0.15	-6.18	0.00E+00	0.00E+00	NC
ENSG00000070366.14	SMG6	4.08	11.98	32.68	31.34	31.89	97.19	-0.54	0.52	-1.03	3.04E-01	4.46E-01	NC
ENSG00000167721.10	TSR1	17.95	7.4	43.04	42.41	35.58	124.3	-0.43	0.29	-1.5	1.35E-01	2.27E-01	NC
ENSG00000141258.13	SGSM2	12.24	3.17	71.9	66.77	69.15	145.77	-1.94	0.36	-5.36	0.00E+00	0.00E+00	NC
ENSG00000070444.15	MNT	7.34	5.64	52.22	45.88	43.18	104.73	-1.58	0.29	-5.41	0.00E+00	0.00E+00	NC
ENSG00000127804.13	METTL16	14.69	13.39	35.71	32.93	38.2	120.59	-0.09	0.26	-0.34	7.37E-01	8.45E-01	NC
ENSG00000007168.13	PAFAH1B1	108.53	69.41	190.64	199.82	194.82	730.46	0.11	0.14	0.73	4.64E-01	6.26E-01	NC
ENSG00000132361.17	CLUH	6.53	3.52	110.28	91.05	84.5	176.2	-2.95	0.35	-8.33	0.00E+00	0.00E+00	Down
ENSG00000132359.15	RAP1GAP2	4.9	3.52	25.97	23.18	20.02	55	-1.18	0.37	-3.2	1.40E-03	4.60E-03	NC
ENSG00000040531.14	CTNS	28.15	4.58	47.68	48.9	40.41	138.72	-0.47	0.88	-0.53	5.94E-01	7.48E-01	NC
ENSG00000213977.8	TAX1BP3	11.83	1.06	10.92	10.18	9.99	43.8	0.4	0.82	0.49	6.27E-01	7.72E-01	NC
ENSG00000083457.12	ITGAE	4.9	14.09	39.47	107	117.27	188.3	-1.84	0.89	-2.06	3.94E-02	8.18E-02	NC
ENSG00000074356.17	NCBP3	10.61	22.55	88.13	85.72	79.63	229.3	-0.89	0.46	-1.91	5.64E-02	1.10E-01	NC
ENSG00000074370.18	ATP2A3	13.87	1.76	21.37	24.48	25.06	72.11	-0.46	0.77	-0.6	5.50E-01	7.14E-01	NC
ENSG00000074755.15	ZZEF1	61.61	57.08	191.22	192.91	193.14	611.86	-0.38	0.14	-2.68	7.40E-03	2.03E-02	NC
ENSG00000167740.9	CYB5D2	8.98	7.05	19.64	22.26	23.54	70.76	-0.18	0.29	-0.61	5.44E-01	7.08E-01	NC
ENSG00000185722.18	ANKFY1	75.89	56.02	178.69	194.73	176.61	615.95	-0.19	0.11	-1.8	7.14E-02	1.34E-01	NC
ENSG00000132388.12	UBE2G1	86.5	27.48	65.72	65.62	65.45	393.5	1.09	0.42	2.6	9.30E-03	2.46E-02	NC
ENSG00000132382.14	MYBBP1A	1.22	11.98	64.07	60.04	57.6	129.49	-1.84	0.89	-2.06	3.91E-02	8.14E-02	NC
ENSG00000161905.12	ALOX15	2.45	27.13	6.5	5.57	1.46	95.38	3.23	1.08	3	2.70E-03	8.40E-03	NC
ENSG00000141480.18	ARRB2	222.37	126.49	387.37	384.42	407.96	1509.35	0.12	0.17	0.72	4.73E-01	6.35E-01	NC
ENSG00000161920.10	MED11	13.06	5.64	21.93	19.98	23.21	82.83	0.06	0.27	0.22	8.25E-01	9.01E-01	NC
ENSG00000161921.15	CXCL16	85.27	107.46	1100.1	892.62	1133.24	2106.44	-2.17	0.28	-7.71	0.00E+00	0.00E+00	Down
ENSG00000142507.10	PSMB6	51	18.32	99.83	94.03	100.63	307.05	-0.38	0.39	-0.97	3.33E-01	4.80E-01	NC
ENSG00000129219.14	PLD2	5.71	8.46	108.5	98.62	122.79	214.16	-2.51	0.5	-5.05	0.00E+00	0.00E+00	NC
ENSG00000141503.17	MINK1	15.5	43.69	793.16	747.72	854.89	1410.5	-3.35	0.52	-6.4	0.00E+00	0.00E+00	NC
ENSG00000108528.14	SLC25A11	6.53	9.87	89.05	82.95	94	185.21	-2.06	0.37	-5.58	0.00E+00	0.00E+00	NC
ENSG00000108523.15	RNF167	37.95	13.39	82.12	77.82	89.25	258.47	-0.43	0.33	-1.31	1.91E-01	3.04E-01	NC
ENSG00000108518.7	PFN1	181.97	108.87	536.51	471.39	544.53	1536.98	-0.56	0.14	-3.96	1.00E-04	3.00E-04	NC
ENSG00000091640.8	SPAG7	12.24	13.39	63.57	48.27	48.47	150.46	-0.74	0.32	-2.33	1.98E-02	4.67E-02	NC
ENSG00000108509.21	CAMTA2	22.85	4.23	89.93	71.55	85.64	190.99	-1.44	0.6	-2.42	1.54E-02	3.82E-02	NC
ENSG00000129250.12	KIF1C	17.95	23.96	116.43	95.71	125.15	295.34	-1.02	0.31	-3.31	9.00E-04	3.30E-03	NC
ENSG00000180787.6	ZFP3	13.87	6.34	19.96	21.71	23.84	88.75	0.18	0.28	0.64	5.21E-01	6.85E-01	NC
ENSG00000167840.13	ZNF232	14.28	11.98	8.08	8.45	9.75	83.78	1.89	0.23	8.13	0.00E+00	0.00E+00	NC
ENSG00000161929.15	SCIMP	35.5	24.31	191.03	176.48	197.16	436.1	-1.4	0.19	-7.5	0.00E+00	0.00E+00	NC
ENSG00000029725.17	RABEP1	92.21	37.35	90.59	89.99	83.79	441.07	0.74	0.29	2.52	1.18E-02	3.04E-02	NC
ENSG00000108559.12	NUP88	16.32	4.23	37.32	33.94	34.59	99.4	-0.65	0.47	-1.39	1.66E-01	2.70E-01	NC
ENSG00000129197.14	RPAIN	16.73	14.45	31.05	32.69	28.32	131.88	0.33	0.2	1.69	9.12E-02	1.64E-01	NC
ENSG00000108561.8	C1QBP	17.95	27.13	64.45	57.9	55.79	220	0.01	0.31	0.02	9.86E-01	9.93E-01	NC
ENSG00000005100.13	DHX33	22.85	4.93	31.71	33.03	26.52	109.27	-0.02	0.8	-0.02	9.85E-01	9.92E-01	NC
ENSG00000072849.11	DERL2	13.87	14.8	62.06	60.6	58.3	168.57	-0.76	0.19	-4.08	0.00E+00	2.00E-04	NC
ENSG00000167842.15	MIS12	28.97	16.21	36.22	39.99	37.75	174.04	0.53	0.17	3.11	1.90E-03	6.10E-03	NC
ENSG00000091592.16	NLRP1	24.07	18.32	234.64	231.41	204.27	456.32	-2.11	0.17	-12.38	0.00E+00	0.00E+00	Down
ENSG00000198920.11	KIAA0753	16.32	8.1	21.88	24	23.13	89.31	0.3	0.28	1.05	2.92E-01	4.31E-01	NC
ENSG00000129235.11	TXNDC17	25.3	13.39	39.39	36.6	39.17	159.16	0.29	0.25	1.16	2.48E-01	3.78E-01	NC
ENSG00000132530.17	XAF1	63.24	76.81	143.11	157.34	124.12	571.46	0.27	0.26	1.04	2.97E-01	4.38E-01	NC
ENSG00000167858.13	TEKT1	4.08	5.64	2.66	2.14	0.52	32.75	2.96	0.75	3.93	1.00E-04	4.00E-04	NC
ENSG00000132514.13	CLEC10A	18.36	0	8.87	11.24	6.16	52.22	1.1	1.46	0.75	4.54E-01	6.14E-01	NC
ENSG00000161944.16	ASGR2	8.16	0.7	0.39	0.77	0.3	17.01	4.12	1.02	4.05	1.00E-04	2.00E-04	NC
ENSG00000213876.4	RPL7AP64	15.1	5.99	8.43	8.34	15.42	59.9	1.01	0.73	1.39	1.66E-01	2.70E-01	NC
ENSG00000141505.12	ASGR1	8.98	44.75	34.09	30.94	30.37	185.31	1.04	0.86	1.21	2.25E-01	3.50E-01	NC
ENSG00000132535.19	DLG4	20.81	2.82	36.76	25.72	39.54	105.43	-0.42	0.68	-0.61	5.44E-01	7.09E-01	NC
ENSG00000072778.20	ACADVL	31.01	11.63	609.85	504.8	627.77	1011.81	-3.53	0.31	-11.3	0.00E+00	0.00E+00	Down
ENSG00000040633.13	PHF23	10.61	4.93	41.64	41.74	44.5	109.21	-1.18	0.26	-4.52	0.00E+00	0.00E+00	NC
ENSG00000175826.12	CTDNEP1	38.76	24.31	102.29	95.02	106.39	313.07	-0.41	0.16	-2.63	8.40E-03	2.27E-02	NC
ENSG00000170291.15	ELP5	5.71	4.93	37.66	37.52	42.43	88.39	-1.58	0.31	-5.17	0.00E+00	0.00E+00	NC
ENSG00000132507.18	EIF5A	42.84	25.37	150.43	134.67	158.12	397.22	-0.86	0.19	-4.4	0.00E+00	1.00E-04	NC
ENSG00000174282.12	ZBTB4	6.53	3.52	4.17	4.59	4.1	34.11	1.52	0.33	4.6	0.00E+00	0.00E+00	NC
ENSG00000181222.16	POLR2A	53.04	30.3	147.84	149.01	129.94	431.58	-0.5	0.16	-3.05	2.30E-03	7.30E-03	NC
ENSG00000239697.11	TNFSF12	12.65	13.74	94.09	68.67	91.48	200.8	-1.37	0.27	-5	0.00E+00	0.00E+00	NC
ENSG00000129255.16	MPDU1	14.69	6.69	73.13	69.82	72.71	172.83	-1.42	0.31	-4.61	0.00E+00	0.00E+00	NC
ENSG00000141504.11	SAT2	16.32	40.87	70.3	62.47	68.38	267.28	0.21	0.52	0.4	6.88E-01	8.14E-01	NC
ENSG00000141510.17	TP53	17.14	14.09	37.96	39.84	39.51	143.05	-0.03	0.18	-0.14	8.88E-01	9.38E-01	NC
ENSG00000183914.14	DNAH2	4.9	4.93	3.45	3.02	0.56	23.68	2.13	0.98	2.18	2.92E-02	6.46E-02	NC
ENSG00000132510.10	KDM6B	18.77	5.64	104	90.45	96.62	210.39	-1.76	0.34	-5.16	0.00E+00	0.00E+00	NC
ENSG00000183011.13	NAA38	18.77	10.57	17.59	14.26	19.28	88.12	0.9	0.42	2.11	3.47E-02	7.37E-02	NC
ENSG00000170004.17	CHD3	40.8	35.23	42.25	48.73	53.41	267.88	0.95	0.25	3.79	2.00E-04	6.00E-04	NC
ENSG00000170043.12	TRAPPC1	11.83	12.33	65.53	57.62	73.06	164.33	-1.13	0.25	-4.55	0.00E+00	0.00E+00	NC
ENSG00000179593.16	ALOX15B	48.15	4.93	1.15	0.58	2.49	127.12	5.41	0.92	5.88	0.00E+00	0.00E+00	NC
ENSG00000179094.16	PER1	6.12	6.34	47.29	55.41	40.35	103.19	-1.65	0.33	-4.97	0.00E+00	0.00E+00	NC
ENSG00000220205.9	VAMP2	10.61	0	62.11	58.63	59.34	122.03	-2.16	1.3	-1.67	9.57E-02	1.71E-01	NC
ENSG00000196544.8	BORCS6	6.53	4.93	9.01	8.12	10.05	42.64	0.62	0.34	1.84	6.51E-02	1.24E-01	NC
ENSG00000178977.3	LINC00324	0.82	7.4	6.47	7.2	11.49	36.8	0.43	1	0.43	6.68E-01	8.00E-01	NC
ENSG00000178971.16	CTC1	7.34	9.87	83.24	65.3	76.86	161.38	-1.81	0.3	-5.98	0.00E+00	0.00E+00	NC
ENSG00000178921.14	PFAS	9.79	10.57	36.93	33.98	33.18	105.47	-0.46	0.23	-2	4.52E-02	9.22E-02	NC
ENSG00000161970.15	RPL26	46.92	46.86	53.85	53.2	63.84	333.48	1.04	0.19	5.57	0.00E+00	0.00E+00	NC
ENSG00000166579.15	NDEL1	23.66	17.62	57.35	55.5	50.89	188.78	-0.12	0.18	-0.66	5.07E-01	6.71E-01	NC
ENSG00000133026.12	MYH10	4.08	3.88	1.61	1.59	1.18	26.62	2.82	0.44	6.35	0.00E+00	0.00E+00	NC
ENSG00000141506.13	PIK3R5	44.47	44.4	151.56	162.87	148.07	469.27	-0.49	0.14	-3.57	4.00E-04	1.40E-03	NC
ENSG00000265975.1	AC002091.1	26.11	0	3.15	2.67	2.81	63.01	3.29	1.56	2.12	3.44E-02	7.30E-02	NC
ENSG00000170310.15	STX8	14.69	19.73	33.04	32.06	40.01	140.83	0.27	0.29	0.95	3.42E-01	4.91E-01	NC
ENSG00000007237.18	GAS7	39.17	15.5	93.67	101.36	29.46	247.69	-0.24	0.53	-0.45	6.53E-01	7.89E-01	NC
ENSG00000133028.12	SCO1	10.2	12.68	53.3	55.15	57.01	138.55	-1.02	0.35	-2.94	3.30E-03	9.90E-03	NC
ENSG00000170222.12	ADPRM	4.9	19.03	11.77	12.05	14.37	91.16	1.41	0.74	1.9	5.76E-02	1.12E-01	NC
ENSG00000188803.15	SHISA6	4.9	3.88	0.07	0.03	0	24.75	8.39	1.11	7.56	0.00E+00	0.00E+00	Up
ENSG00000007174.18	DNAH9	7.34	12.68	6.96	3.32	0.73	63.42	2.91	0.87	3.36	8.00E-04	2.80E-03	NC
ENSG00000154957.14	ZNF18	6.12	7.75	18.49	17.19	15.07	55.25	-0.13	0.53	-0.24	8.09E-01	8.90E-01	NC
ENSG00000065559.15	MAP2K4	22.85	16.21	43.04	44.79	46.02	167	0.09	0.17	0.56	5.77E-01	7.36E-01	NC
ENSG00000006744.19	ELAC2	13.87	10.92	79.77	68.57	82.25	184.38	-1.34	0.23	-5.83	0.00E+00	0.00E+00	NC
ENSG00000236088.10	COX10-AS1	8.16	4.93	9.19	9.39	9.73	53.5	0.85	0.4	2.12	3.36E-02	7.17E-02	NC
ENSG00000006695.12	COX10	11.42	11.28	19.39	19.04	17.11	86.17	0.6	0.22	2.66	7.80E-03	2.12E-02	NC
ENSG00000109099.15	PMP22	28.15	11.28	11.8	52.21	11.73	143.17	0.98	0.68	1.45	1.48E-01	2.46E-01	NC
ENSG00000221926.12	TRIM16	10.2	6.69	7.6	6.07	5.07	54.57	1.75	0.42	4.14	0.00E+00	2.00E-04	NC
ENSG00000265519.1	AC015922.2	1.22	6.34	1.17	0.65	1.05	22.65	3.4	0.82	4.15	0.00E+00	2.00E-04	NC
ENSG00000170425.3	ADORA2B	7.34	2.11	13.63	12.56	7.62	41.35	0	0.49	0	9.97E-01	9.98E-01	NC
ENSG00000214941.8	ZSWIM7	11.42	23.61	28.63	25.32	24.76	142.8	0.87	0.44	1.96	4.99E-02	9.94E-02	NC
ENSG00000011295.16	TTC19	16.73	10.22	44.04	49.4	49.67	143.65	-0.54	0.21	-2.52	1.18E-02	3.05E-02	NC
ENSG00000141027.21	NCOR1	166.06	125.08	274.65	270.77	309.09	1172.08	0.31	0.11	2.78	5.40E-03	1.53E-02	NC
ENSG00000170315.14	UBB	9.79	13.04	288.01	257.76	310.82	507.5	-3.31	0.26	-12.73	0.00E+00	0.00E+00	Down
ENSG00000187688.15	TRPV2	4.08	11.63	458.38	345.35	405.89	671.58	-4.33	0.48	-8.95	0.00E+00	0.00E+00	Down
ENSG00000175061.18	SNHG29	18.77	22.2	118.99	119.2	130.57	291.58	-1.3	0.23	-5.76	0.00E+00	0.00E+00	NC
ENSG00000181350.12	LRRC75A	0	8.81	56.84	51.47	104.11	134.23	-2.64	1.31	-2.02	4.32E-02	8.85E-02	NC
ENSG00000197566.10	ZNF624	4.9	4.93	15.61	19.22	15.98	46.46	-0.57	0.45	-1.28	1.99E-01	3.15E-01	NC
ENSG00000133030.21	MPRIP	22.44	28.89	199.26	173.02	199.71	434.93	-1.55	0.23	-6.8	0.00E+00	0.00E+00	NC
ENSG00000154803.13	FLCN	17.95	2.82	81.09	79.14	50.02	159.04	-1.55	0.71	-2.19	2.87E-02	6.38E-02	NC
ENSG00000141030.13	COPS3	33.46	9.87	50.85	51.44	51.56	184.47	-0.03	0.51	-0.05	9.61E-01	9.79E-01	NC
ENSG00000215030.5	RPL13P12	17.14	14.8	1.76	5.62	2.36	89.42	3.64	0.5	7.32	0.00E+00	0.00E+00	Up
ENSG00000141026.6	MED9	8.98	1.41	18.58	15.61	17.65	49.92	-0.59	0.59	-1	3.16E-01	4.60E-01	NC
ENSG00000108557.19	RAI1	9.79	2.82	30.95	27.62	22.57	69.34	-0.93	0.45	-2.06	3.96E-02	8.21E-02	NC
ENSG00000072310.17	SREBF1	14.69	6.34	92.4	78.56	68.68	177.71	-1.66	0.31	-5.4	0.00E+00	0.00E+00	NC
ENSG00000175662.17	TOM1L2	2.45	10.57	42.87	35.67	45.29	104.31	-1.16	0.67	-1.73	8.42E-02	1.54E-01	NC
ENSG00000171953.16	ATPAF2	10.61	2.82	22.83	19.36	20.04	56.94	-0.67	0.75	-0.9	3.66E-01	5.17E-01	NC
ENSG00000141034.10	GID4	4.08	12.68	20.74	21.9	22.93	80.88	0.03	0.6	0.05	9.62E-01	9.80E-01	NC
ENSG00000108591.10	DRG2	4.9	4.58	40.62	34.37	40.5	81.34	-1.75	0.37	-4.74	0.00E+00	0.00E+00	NC
ENSG00000091542.9	ALKBH5	20.4	14.8	100.28	89.34	99.08	234.91	-1.18	0.19	-6.06	0.00E+00	0.00E+00	NC
ENSG00000177731.16	FLII	29.38	18.32	228.62	207.44	227.89	461.57	-1.94	0.17	-11.56	0.00E+00	0.00E+00	NC
ENSG00000177302.15	TOP3A	6.53	5.29	14.88	16.98	17.5	51.95	-0.21	0.32	-0.66	5.12E-01	6.75E-01	NC
ENSG00000154874.15	CCDC144B	7.34	8.46	7.26	13.14	8.89	56.25	1.02	0.39	2.6	9.40E-03	2.49E-02	NC
ENSG00000171928.14	TVP23B	9.79	4.23	28.75	29.09	34.77	80.29	-0.9	0.31	-2.87	4.10E-03	1.20E-02	NC
ENSG00000166484.20	MAPK7	13.06	4.93	52.27	32.74	40.01	107.72	-0.99	0.38	-2.61	9.10E-03	2.42E-02	NC
ENSG00000189343.7	RPS2P46	11.83	14.8	4.18	2.48	2.81	66.34	3.29	0.46	7.2	0.00E+00	0.00E+00	Up
ENSG00000142494.13	SLC47A1	9.79	32.77	291.8	226.49	340.48	566.23	-2.33	0.77	-3.04	2.40E-03	7.50E-03	NC
ENSG00000072210.19	ALDH3A2	109.35	115.22	318.89	326.95	347.5	1107.89	-0.23	0.16	-1.43	1.52E-01	2.51E-01	NC
ENSG00000083290.20	ULK2	35.09	8.81	34.98	39.44	28.93	157.61	0.55	0.47	1.17	2.43E-01	3.71E-01	NC
ENSG00000108599.15	AKAP10	44.88	35.94	70.54	68.5	64.98	310.87	0.54	0.12	4.4	0.00E+00	1.00E-04	NC
ENSG00000128487.16	SPECC1	44.07	11.28	10.46	14.26	5.48	159.31	2.77	0.59	4.66	0.00E+00	0.00E+00	NC
ENSG00000170298.15	LGALS9B	13.06	0.7	0.03	0.17	0.04	33.77	7.64	1.3	5.9	0.00E+00	0.00E+00	NC
ENSG00000124422.12	USP22	17.14	23.25	172.22	145.69	156.08	353.88	-1.63	0.24	-6.8	0.00E+00	0.00E+00	NC
ENSG00000109016.17	DHRS7B	6.53	8.46	18.74	17.05	18.43	66.05	0.05	0.27	0.17	8.66E-01	9.26E-01	NC
ENSG00000034152.19	MAP2K3	11.02	7.05	69.76	57.16	70.93	148.8	-1.59	0.27	-5.77	0.00E+00	0.00E+00	NC
ENSG00000212719.13	LINC02693	3.26	5.64	15.73	14.08	12.91	52.93	-0.12	0.58	-0.2	8.41E-01	9.10E-01	NC
ENSG00000256618.2	MTRNR2L1	11.42	16.21	0.03	0.1	0.04	80.53	9.33	0.66	14.12	0.00E+00	0.00E+00	Up
ENSG00000109046.15	WSB1	184.83	99.01	326.49	395.76	413.09	1323.7	-0.11	0.21	-0.53	5.98E-01	7.50E-01	NC
ENSG00000141068.14	KSR1	17.54	5.99	210.4	152.29	213.18	359.75	-2.76	0.38	-7.34	0.00E+00	0.00E+00	Down
ENSG00000168961.17	LGALS9	86.09	86.32	454.44	450.96	436.02	1137.83	-1.07	0.14	-7.91	0.00E+00	0.00E+00	NC
ENSG00000007171.18	NOS2	0	7.75	0.14	0.17	0.19	18.51	5.78	1.48	3.9	1.00E-04	4.00E-04	NC
ENSG00000087095.13	NLK	21.22	17.62	65.68	67.9	61.27	201.14	-0.45	0.17	-2.55	1.08E-02	2.82E-02	NC
ENSG00000109083.13	IFT20	23.26	11.28	19.02	16.88	17.48	106.57	1.18	0.25	4.62	0.00E+00	0.00E+00	NC
