tracking_id	Pos	Strand	Length	HV-2_COUNT	HV-4_COUNT	HV-6_COUNT	con-3_COUNT	con-4_COUNT	con-5_COUNT	HV-2_RPKM	HV-4_RPKM	HV-6_RPKM	con-3_RPKM	con-4_RPKM	con-5_RPKM
TCONS_00256986	chr7:118615415-118615670	-	256	9	0	0	0	0	2	610.023	0	0	0	0	189.896
TCONS_00256999	chr7:120984688-120985605	-	918	24	13	10	17	24	3	453.641	389.258	260.698	305.385	597.682	79.4335
TCONS_00257020	chr7:122643645-122644043	-	399	10	0	0	0	0	0	434.882	0	0	0	0	0
TCONS_00257024	chr7:122977086-122977593	-	508	11	0	0	1	0	0	375.727	0	0	32.4621	0	0
TCONS_00257368	chr7:136307016-136307246	-	231	10	3	0	1	0	0	751.159	356.982	0	71.3886	0	0
TCONS_00257382	chr7:137039631-137039891	-	261	12	0	0	0	0	0	797.783	0	0	0	0	0
TCONS_00257390	chr7:137533998-137534894	-	897	24	33	40	34	31	24	464.261	1011.25	1067.2	625.068	790.079	650.345
TCONS_00257473	chr7:139177507-139177914	-	408	13	0	2	1	0	7	552.875	0	117.314	40.4185	0	417.026
TCONS_00257531	chr7:139720825-139721236	-	412	12	4	3	0	0	3	505.391	266.87	174.262	0	0	176.99
TCONS_00257632	chr7:142944833-142945225	-	393	11	0	0	3	0	5	485.673	0	0	125.884	0	309.245
TCONS_00257790	chr7:150372882-150373886	-	1005	13	0	7	12	1	1	224.451	0	166.691	196.905	22.7476	24.1857
TCONS_00258007	chr7:5050370-5050983	+	614	19	14	20	8	23	16	536.944	626.754	779.545	214.863	856.369	633.398
TCONS_00258031	chr7:7652570-7653319	+	750	4	11	5	3	0	0	92.5428	403.152	159.547	65.9631	0	0
TCONS_00258250	chr7:77418269-77418646	+	378	0	12	0	4	0	0	0	872.623	0	174.505	0	0
TCONS_00258262	chr7:88145853-88146061	+	209	0	7	0	2	1	0	0	920.638	0	157.806	109.384	0
TCONS_00258340	chr7:100873181-100873391	+	211	0	10	1	2	0	0	0	1302.73	113.422	156.311	0	0
TCONS_00258411	chr7:128175681-128176178	+	498	2	16	4	2	4	9	69.6858	883.137	192.225	66.228	183.625	439.277
TCONS_00258475	chr7:142497518-142497954	+	437	20	11	8	10	23	10	794.131	691.908	438.115	377.363	1203.23	556.216
TCONS_00258543	chr7:2389623-2390092	-	470	5	12	2	3	3	0	184.593	701.812	101.838	105.26	145.923	0
TCONS_00258549	chr7:4701736-4702075	-	340	1	13	4	0	2	2	51.0346	1051	281.553	0	134.478	142.98
TCONS_00258565	chr7:10148296-10149016	-	721	4	10	5	3	0	3	96.265	381.243	165.964	68.6162	0	101.137
TCONS_00258731	chr7:35649634-35650110	-	477	0	19	0	4	0	1	0	1094.9	0	138.287	0	50.9573
TCONS_00258733	chr7:35655378-35655921	-	544	7	11	5	7	10	3	223.276	555.816	219.964	212.197	420.245	134.044
TCONS_00258908	chr7:81569781-81570442	-	662	1	14	1	3	1	0	26.2111	581.309	36.1511	74.7316	34.5337	0
TCONS_00258991	chr7:96302669-96302945	-	277	0	11	0	6	0	2	0	1091.57	0	357.201	0	175.499
TCONS_00259015	chr7:100890035-100890258	-	224	0	18	0	4	0	0	0	2208.83	0	294.478	0	0
TCONS_00259212	chr7:118106187-118106481	-	295	0	10	0	3	0	1	0	931.784	0	167.703	0	82.3954
TCONS_00259224	chr7:122680144-122680735	-	592	0	10	1	0	2	0	0	464.318	40.4257	0	77.2342	0
TCONS_00259244	chr7:129240450-129241067	-	618	3	11	0	8	6	6	84.2319	489.262	0	213.473	221.955	235.987
TCONS_00259486	chr7:7290856-7291494	+	639	10	1	15	5	4	1	271.546	43.0166	561.785	129.036	143.107	38.0386
TCONS_00259572	chr7:30451520-30452652	+	1133	6	4	14	4	5	3	91.8894	97.0437	295.718	58.2198	100.888	64.3601
TCONS_00259575	chr7:30686963-30687731	+	769	2	4	10	3	4	2	45.1281	142.979	311.21	64.3333	118.915	63.2163
TCONS_00259586	chr7:32786843-32787285	+	443	8	3	11	11	3	0	313.35	186.146	594.249	409.477	154.817	0
TCONS_00259610	chr7:33715265-33715508	+	244	0	0	4	5	0	5	0	0	392.328	337.926	0	498.087
TCONS_00259667	chr7:65875105-65875537	+	433	0	1	9	0	1	3	0	63.4818	497.433	0	52.7975	168.406
TCONS_00259745	chr7:79108269-79109224	+	956	3	0	11	6	1	0	54.4512	0	275.369	103.499	23.9135	0
TCONS_00259746	chr7:79853149-79853576	+	428	1	5	13	4	3	2	40.5415	321.117	726.908	154.119	160.243	113.582
TCONS_00259747	chr7:80029517-80029974	+	458	1	0	13	1	1	0	37.886	0	679.294	36.006	49.9156	0
TCONS_00259858	chr7:105536989-105537649	+	661	5	1	10	10	0	0	131.254	41.5849	362.058	249.482	0	0
TCONS_00259893	chr7:127738705-127739492	+	788	7	11	21	14	9	7	154.14	383.711	637.783	292.983	261.106	215.922
TCONS_00259894	chr7:127740368-127741118	+	751	5	9	10	13	7	3	115.524	329.412	318.669	285.459	213.088	97.0971
TCONS_00259903	chr7:128242685-128243067	+	383	8	0	8	6	2	0	362.439	0	499.886	258.341	119.38	0
TCONS_00259905	chr7:128275089-128275558	+	470	0	0	11	3	1	5	0	0	560.111	105.26	48.6411	258.581
TCONS_00259974	chr7:140625508-140625871	+	364	1	5	16	0	3	0	47.6697	377.577	1051.96	0	188.417	0
TCONS_00259982	chr7:141483568-141484507	+	940	8	14	11	10	10	6	147.675	409.39	280.056	175.434	243.206	155.149
TCONS_00259991	chr7:148583449-148584538	+	1389	31	16	29	25	20	11	387.261	316.632	499.661	296.81	329.177	192.493
TCONS_00260057	chr7:10129365-10129887	-	523	0	1	10	0	5	0	0	52.5576	457.591	0	218.559	0
TCONS_00260059	chr7:10147001-10147465	-	465	5	1	15	6	1	0	186.578	59.1132	772.001	212.784	49.1641	0
TCONS_00260081	chr7:12767515-12768058	-	544	2	0	10	1	4	9	63.7933	0	439.927	30.3139	168.098	402.132
TCONS_00260090	chr7:17811272-17811733	-	462	6	4	10	2	3	0	225.348	237.988	518.009	71.3886	148.45	0
TCONS_00260114	chr7:22455383-22456056	-	674	6	7	10	10	1	2	154.467	285.48	355.075	244.67	33.9189	72.1266
TCONS_00260141	chr7:26689889-26690466	-	578	2	3	16	3	2	0	60.0407	142.669	662.478	85.5922	79.1049	0
TCONS_00260142	chr7:26694634-26695465	-	832	13	0	12	5	13	6	271.121	0	345.174	99.1032	357.208	175.288
TCONS_00260196	chr7:32901417-32902130	-	714	11	7	12	4	29	6	267.324	269.487	402.219	92.3852	928.541	204.258
TCONS_00260212	chr7:35653344-35653967	-	624	5	7	10	6	4	9	139.037	308.355	383.526	158.565	146.547	350.577
TCONS_00260296	chr7:54815713-54816069	-	357	3	3	10	9	3	0	145.813	230.988	670.365	415.734	192.112	0
TCONS_00260437	chr7:91202251-91202449	-	199	0	0	10	1	0	0	0	0	1202.61	82.8682	0	0
TCONS_00260719	chr7:115565853-115566300	-	448	1	1	12	0	5	0	38.7316	61.3563	641.037	0	255.149	0
TCONS_00261010	chr7:5040039-5040332	+	294	0	2	0	13	2	6	0	186.991	0	729.183	155.519	496.054
TCONS_00261038	chr7:7290446-7291233	+	788	10	1	14	12	1	1	220.2	34.8828	425.188	251.128	29.0118	30.846
TCONS_00261041	chr7:7650177-7651175	+	999	9	9	2	21	10	6	156.322	247.636	47.912	346.653	228.842	145.986
TCONS_00261097	chr7:22601154-22601751	+	598	4	3	12	11	4	0	116.065	137.898	480.241	303.342	152.919	0
TCONS_00261160	chr7:29635426-29635771	+	346	0	0	0	10	0	0	0	0	0	476.612	0	0
TCONS_00261170	chr7:30162531-30163691	+	1161	4	9	9	22	12	3	59.7822	213.082	185.52	312.487	236.293	62.8079
TCONS_00261218	chr7:33683501-33683983	+	483	0	0	1	11	8	4	0	0	49.5487	375.566	378.655	201.297
TCONS_00261219	chr7:33685632-33686734	+	1103	9	5	6	28	10	4	141.583	124.604	130.183	418.623	207.265	88.1474
TCONS_00261222	chr7:33693900-33694888	+	989	4	3	13	25	11	3	70.1791	83.3801	314.577	416.855	254.272	73.731
TCONS_00261223	chr7:33696030-33696731	+	702	4	2	7	17	6	15	98.8705	78.3123	238.639	399.349	195.396	519.373
TCONS_00261224	chr7:33701840-33702585	+	746	16	5	2	9	4	5	372.156	184.233	64.1609	198.95	122.581	162.913
TCONS_00261227	chr7:33710225-33711351	+	1127	4	7	6	24	10	6	61.5857	170.731	127.411	351.179	202.851	129.405
TCONS_00261232	chr7:33783289-33783767	+	479	1	0	0	11	0	2	36.225	0	0	378.702	0	101.489
TCONS_00261235	chr7:33878302-33878782	+	481	6	0	0	12	1	0	216.446	0	0	411.412	47.5287	0
TCONS_00261244	chr7:38273039-38273735	+	697	1	2	4	16	7	0	24.8949	78.8741	137.343	378.554	229.597	0
TCONS_00261308	chr7:56441140-56441439	+	300	2	0	0	10	1	0	115.678	0	0	549.692	76.2044	0
TCONS_00261327	chr7:64398675-64398978	+	304	0	3	0	11	0	0	0	271.26	0	596.705	0	0
TCONS_00261328	chr7:64399700-64400336	+	637	3	3	1	18	3	7	81.7195	129.455	37.5699	465.987	107.667	267.106
TCONS_00261350	chr7:66111437-66112043	+	607	3	2	0	9	0	3	85.7583	90.5688	0	244.509	0	120.132
TCONS_00261382	chr7:67953085-67953431	+	347	2	0	0	10	0	0	100.01	0	0	475.238	0	0
TCONS_00261503	chr7:76337680-76338508	+	829	1	4	3	16	1	0	20.931	132.63	86.6057	318.278	27.577	0
TCONS_00261549	chr7:77412427-77412913	+	487	9	1	1	12	1	8	320.669	56.4428	49.1418	406.343	46.9432	399.288
TCONS_00261566	chr7:79854821-79855612	+	792	2	2	7	13	3	2	43.8176	69.4132	211.52	270.682	86.5959	61.3804
TCONS_00261569	chr7:80025254-80025506	+	253	3	0	0	10	1	0	205.752	0	0	651.809	90.361	0
TCONS_00261571	chr7:80058623-80059037	+	415	2	0	0	10	1	0	83.623	0	0	397.368	55.0875	0
TCONS_00261573	chr7:80075157-80075555	+	399	2	0	0	10	0	0	86.9763	0	0	413.302	0	0
TCONS_00261576	chr7:80144125-80144961	+	837	4	0	0	15	5	5	82.9236	0	0	295.533	136.567	145.201
TCONS_00261579	chr7:80177236-80177825	+	590	0	1	0	11	1	0	0	46.5892	0	307.455	38.748	0
TCONS_00261582	chr7:80197742-80198422	+	681	2	3	0	12	2	4	50.9597	121.091	0	290.586	67.1404	142.77
TCONS_00261583	chr7:80207939-80208322	+	384	5	0	3	12	9	0	225.935	0	186.969	515.336	535.812	0
TCONS_00261584	chr7:80219940-80220745	+	806	4	1	1	12	0	0	86.113	34.1038	29.6923	245.52	0	0
TCONS_00261585	chr7:80224881-80225707	+	827	6	1	2	16	7	2	125.89	33.2378	57.8767	319.047	193.506	58.7827
TCONS_00261586	chr7:80225882-80226509	+	628	0	0	0	12	0	0	0	0	0	315.11	0	0
TCONS_00261588	chr7:80228634-80229462	+	829	5	1	1	24	1	3	104.655	33.1576	28.8686	477.417	27.577	87.9613
TCONS_00261608	chr7:83340310-83340622	+	313	0	0	0	12	0	0	0	0	0	632.234	0	0
TCONS_00261612	chr7:85525318-85525908	+	591	0	0	4	10	0	0	0	0	161.977	279.032	0	0
TCONS_00261619	chr7:89293702-89294044	+	343	0	0	0	11	1	6	0	0	0	528.858	66.6511	425.189
TCONS_00261629	chr7:89870882-89872174	+	1293	21	5	6	17	4	1	281.815	106.294	111.054	216.816	70.7234	18.7986
TCONS_00261667	chr7:93563602-93564386	+	785	1	2	2	11	6	14	22.1042	70.0322	60.9733	231.081	174.736	433.494
TCONS_00261703	chr7:95211745-95212296	+	552	19	0	0	14	4	3	597.253	0	0	418.244	165.662	132.101
TCONS_00261845	chr7:105518815-105519293	+	479	7	3	6	14	0	6	253.575	172.156	299.775	481.985	0	304.467
TCONS_00261905	chr7:116441001-116441609	+	609	1	0	0	10	0	0	28.4922	0	0	270.784	0	0
TCONS_00261909	chr7:116565462-116566344	+	883	16	0	2	10	2	15	314.415	0	54.2062	186.758	51.781	412.91
TCONS_00261927	chr7:127741534-127742314	+	781	16	5	2	12	16	14	355.478	175.977	61.2856	253.379	468.35	435.715
TCONS_00261932	chr7:128215828-128216173	+	346	9	6	3	15	3	1	451.347	476.664	207.503	714.918	198.22	70.2504
TCONS_00261935	chr7:128242877-128243466	+	590	5	1	1	11	8	3	147.049	46.5892	40.5628	307.455	309.984	123.593
TCONS_00261936	chr7:128251091-128251339	+	249	1	4	2	13	2	4	69.6858	441.568	192.225	860.964	183.625	390.468
TCONS_00262016	chr7:133755398-133755830	+	433	2	0	0	14	1	0	80.1468	0	0	533.189	52.7975	0
TCONS_00262020	chr7:133782013-133782694	+	682	1	0	3	12	2	3	25.4425	0	105.273	290.16	67.042	106.921
TCONS_00262042	chr7:138273904-138274434	+	531	5	2	6	17	1	5	163.388	103.532	270.418	527.953	43.0533	228.876
TCONS_00262065	chr7:141481826-141483846	+	2021	29	12	18	29	13	6	248.986	163.212	213.15	236.631	147.055	72.1623
TCONS_00262086	chr7:148726135-148726712	+	578	13	1	4	11	2	3	390.265	47.5565	165.62	313.838	79.1049	126.159
TCONS_00262113	chr7:150284227-150284795	+	569	3	1	2	12	5	9	91.4856	48.3087	84.1196	347.784	200.89	384.464
TCONS_00262134	chr7:152556318-152556794	+	477	0	0	0	10	2	0	0	0	0	345.718	95.8546	0
TCONS_00262135	chr7:152560408-152560820	+	413	2	0	4	10	0	2	84.028	0	231.787	399.292	0	117.708
TCONS_00262255	chr7:15644011-15645182	-	1172	10	0	2	30	0	6	148.053	0	40.8396	422.119	0	124.437
TCONS_00262256	chr7:15646908-15648030	-	1123	16	0	0	29	3	8	247.22	0	0	425.852	61.0721	173.155
TCONS_00262277	chr7:17811612-17811941	-	330	2	1	8	15	4	1	105.162	83.2959	580.17	749.58	277.107	73.6565
TCONS_00262278	chr7:17813101-17813641	-	541	8	4	1	20	4	0	256.588	203.236	44.2367	609.64	169.03	0
TCONS_00262320	chr7:22455216-22455861	-	646	7	7	8	10	1	5	188.022	297.854	296.372	255.275	35.389	188.132
TCONS_00262367	chr7:26702757-26704170	-	1414	16	15	13	24	19	7	196.343	291.594	220.026	279.9	307.189	120.33
TCONS_00262463	chr7:33738030-33738868	-	839	3	5	0	12	3	1	62.0445	163.812	0	235.863	81.7449	28.971
TCONS_00262550	chr7:41218265-41218762	-	498	0	0	0	9	0	0	0	0	0	298.026	0	0
TCONS_00262580	chr7:42943880-42944566	-	687	4	4	11	7	2	4	101.029	160.044	383.191	168.028	66.5541	141.523
TCONS_00262616	chr7:47811714-47812038	-	325	1	0	1	10	2	4	53.3901	0	73.637	507.408	140.685	299.159
TCONS_00262623	chr7:47993503-47993795	-	293	0	0	3	10	0	0	0	0	245.038	562.825	0	0
TCONS_00262632	chr7:50497267-50498146	-	880	7	2	0	20	4	3	138.025	62.4719	0	374.79	103.915	82.8636
TCONS_00262633	chr7:50498839-50499114	-	276	0	0	0	10	1	0	0	0	0	597.491	82.8309	0
TCONS_00262655	chr7:55514015-55515042	-	1028	6	16	4	21	4	4	101.275	427.823	93.1208	336.874	88.9546	94.5784
TCONS_00262667	chr7:63964576-63965029	-	454	9	9	4	10	8	1	343.978	544.909	210.855	363.233	402.843	53.5389
TCONS_00262722	chr7:73587799-73588401	-	603	6	7	10	12	7	4	172.654	319.094	396.883	328.174	265.388	161.238
TCONS_00262740	chr7:75952075-75952571	-	497	3	6	2	11	0	4	104.739	331.843	96.306	364.987	0	195.627
TCONS_00262931	chr7:83578259-83578772	-	514	0	0	1	11	0	0	0	0	46.5604	352.915	0	0
TCONS_00262933	chr7:83897851-83898394	-	544	1	0	0	14	0	0	31.8966	0	0	424.395	0	0
TCONS_00262961	chr7:91418225-91418623	-	399	0	0	0	10	0	0	0	0	0	413.302	0	0
TCONS_00262963	chr7:91476945-91477969	-	1025	10	2	6	17	2	1	169.286	53.6344	140.09	273.505	44.6075	23.7138
TCONS_00262979	chr7:92231573-92232102	-	530	2	6	5	13	4	2	65.4784	311.181	225.774	404.49	172.538	91.7232
TCONS_00263005	chr7:93346520-93346820	-	301	0	0	0	10	0	1	0	0	0	547.866	0	80.753
TCONS_00263024	chr7:96305693-96306278	-	586	0	0	2	13	3	4	0	0	81.6793	365.836	117.037	165.916
TCONS_00263168	chr7:108199221-108199725	-	505	4	6	3	13	0	3	137.44	326.586	142.17	424.515	0	144.396
TCONS_00263282	chr7:114560406-114560604	-	199	0	0	0	10	0	0	0	0	0	828.682	0	0
TCONS_00263301	chr7:120589652-120590554	-	903	6	2	3	18	5	10	115.294	60.8807	79.5084	328.72	126.585	269.177
TCONS_00263305	chr7:121710674-121711161	-	488	3	7	2	16	6	0	106.671	394.29	98.0821	540.681	281.082	0
TCONS_00263356	chr7:128467173-128467803	-	631	4	1	1	10	1	0	109.995	43.562	37.9272	261.343	36.2303	0
TCONS_00263357	chr7:128467887-128468827	-	941	8	2	1	13	1	0	147.518	58.4222	25.4326	227.821	24.2947	0
TCONS_00263464	chr7:135037322-135037912	-	591	0	0	0	13	0	0	0	0	0	362.741	0	0
TCONS_00263494	chr7:137067433-137067828	-	396	0	0	0	11	1	0	0	0	0	458.077	57.7306	0
TCONS_00263656	chr7:150316801-150317583	-	783	6	2	11	18	1	14	132.964	70.2111	336.21	379.098	29.1971	434.602
TCONS_00263702	chr7:156396199-156396574	-	376	0	0	1	14	2	1	0	0	63.649	614.018	121.603	64.6454
TCONS_00263771	chr7:12755515-12755952	+	438	0	0	0	1	10	8	0	0	0	37.6501	521.948	443.957
TCONS_00263822	chr7:30685249-30686196	+	948	6	4	0	6	14	2	109.821	115.982	0	104.372	337.614	51.2799
TCONS_00263831	chr7:32778610-32779046	+	437	1	2	3	0	14	0	39.7066	125.802	164.293	0	732.399	0
TCONS_00263833	chr7:32861614-32862424	+	811	3	2	1	13	13	7	64.1866	67.787	29.5093	264.34	366.458	209.798
TCONS_00263842	chr7:33682422-33682496	+	656	1	4	3	5	8	6	26.4509	167.608	109.445	125.692	278.797	222.317
TCONS_00263845	chr7:33713926-33714642	+	717	5	0	8	6	14	10	121.003	0	267.024	137.998	446.386	339.005
TCONS_00263846	chr7:33724485-33724946	+	462	4	0	1	6	11	0	150.232	0	51.8009	214.166	544.317	0
TCONS_00263847	chr7:33734056-33734315	+	260	4	0	0	1	12	0	266.95	0	0	63.426	1055.14	0
TCONS_00263876	chr7:66112971-66113808	+	838	8	4	9	10	22	10	165.649	131.206	257.027	196.787	600.178	290.056
TCONS_00263945	chr7:77416428-77416817	+	390	2	0	0	1	9	0	88.9834	0	0	42.284	527.569	0
TCONS_00263966	chr7:94195466-94195851	+	386	0	2	0	2	15	0	0	142.423	0	85.4444	888.393	0
TCONS_00263985	chr7:97885552-97886536	+	985	18	19	9	15	19	12	317.088	530.218	218.668	251.128	440.98	296.122
TCONS_00264055	chr7:116151826-116152811	+	986	19	27	14	8	21	31	334.365	752.704	339.806	133.799	486.904	764.205
TCONS_00264072	chr7:128184310-128184730	+	421	6	5	2	7	12	3	247.294	326.456	113.691	274.193	651.629	173.207
TCONS_00264073	chr7:128243211-128243831	+	621	6	0	5	12	10	3	167.65	0	192.689	318.662	368.137	117.423
TCONS_00264074	chr7:128248829-128249220	+	392	3	6	5	8	18	1	132.794	420.729	305.256	336.546	1049.75	62.0068
TCONS_00264077	chr7:128264725-128265082	+	358	2	7	1	5	14	0	96.9373	537.468	66.8493	230.318	894.018	0
TCONS_00264113	chr7:140625342-140625660	+	319	1	5	16	0	10	0	54.3943	430.841	1200.35	0	716.656	0
TCONS_00264116	chr7:141487180-141487718	+	539	9	1	4	1	14	5	289.733	50.9975	177.603	30.5951	593.801	225.479
TCONS_00264123	chr7:148582793-148583184	+	392	12	14	4	11	15	3	531.177	981.701	244.204	462.751	874.796	186.02
TCONS_00264136	chr7:150181539-150182147	+	609	8	5	6	6	12	5	227.938	225.678	235.784	162.471	450.469	199.562
TCONS_00264225	chr7:17815069-17816137	-	1069	10	16	8	13	18	21	162.318	411.414	179.098	200.543	384.943	477.493
TCONS_00264235	chr7:21325240-21325848	-	609	0	1	0	2	13	3	0	45.1357	0	54.1569	488.009	119.737
TCONS_00264239	chr7:21331073-21332682	-	1610	0	41	23	11	31	40	0	699.996	341.886	112.67	440.187	603.892
TCONS_00264267	chr7:26696095-26696296	-	202	0	0	6	1	10	3	0	0	710.852	81.6375	1131.75	360.99
TCONS_00264268	chr7:26702366-26702975	-	610	6	6	12	2	16	4	170.673	270.37	470.794	54.0681	599.641	159.388
TCONS_00264330	chr7:35645303-35646097	-	795	1	4	3	3	19	3	21.8261	138.303	90.3096	62.2293	546.371	91.7232
TCONS_00264331	chr7:35647891-35648349	-	459	4	2	0	0	12	4	151.214	119.772	0	0	597.682	211.823
TCONS_00264332	chr7:35654963-35655580	-	618	1	5	8	12	17	7	28.0773	222.392	309.8	320.209	628.871	275.318
TCONS_00264333	chr7:35656839-35657577	-	739	11	5	7	7	14	15	258.281	185.979	226.69	156.205	433.097	493.369
TCONS_00264334	chr7:35663125-35663737	-	613	4	0	3	25	14	0	113.225	0	117.123	672.543	522.118	0
TCONS_00264354	chr7:38752229-38752599	-	371	4	1	0	6	10	1	187.081	74.0906	0	266.697	616.208	65.5166
TCONS_00264355	chr7:38756884-38757502	-	619	4	3	0	5	11	11	112.128	133.22	0	133.205	406.259	431.944
TCONS_00264359	chr7:39662056-39662754	-	699	5	10	6	4	10	1	124.119	393.242	205.425	94.3678	327.058	34.7735
TCONS_00264404	chr7:64425729-64426488	-	760	1	0	5	7	11	1	22.8313	0	157.448	151.889	330.888	31.9824
TCONS_00264428	chr7:68356034-68356244	-	211	0	0	0	1	10	0	0	0	0	78.1553	1083.48	0
TCONS_00264430	chr7:73089598-73090191	-	594	0	0	0	3	9	0	0	0	0	83.2867	346.384	0
TCONS_00264519	chr7:93484127-93485087	-	961	9	5	6	14	17	20	162.504	143.016	149.42	240.24	404.415	505.862
TCONS_00264530	chr7:96296479-96296878	-	400	3	2	0	1	10	2	130.138	137.438	0	41.2269	571.533	121.533
TCONS_00264531	chr7:96299750-96300477	-	728	6	5	8	6	12	6	143.009	188.789	262.989	135.913	376.835	200.33
TCONS_00264532	chr7:97557762-97558081	-	320	2	4	3	2	8	3	108.449	343.595	224.363	103.067	571.533	227.875
TCONS_00264544	chr7:100079804-100080032	-	229	2	5	3	1	11	0	151.544	600.167	313.52	72.0121	1098.14	0
TCONS_00264546	chr7:100289969-100290305	-	337	6	0	1	9	12	4	308.934	0	71.0149	440.406	814.053	288.506
TCONS_00264556	chr7:103718716-103718932	-	217	0	0	0	0	10	0	0	0	0	0	1053.52	0
TCONS_00264578	chr7:108187910-108188189	-	280	6	0	0	0	11	0	371.824	0	0	0	898.123	0
TCONS_00264616	chr7:115559658-115559944	-	287	0	2	4	0	11	0	0	191.551	333.547	0	876.218	0
TCONS_00264626	chr7:116151381-116152123	-	743	9	8	15	9	18	11	210.183	295.964	483.15	199.754	553.841	359.856
TCONS_00264732	chr7:143540630-143541116	-	487	3	7	8	3	10	3	106.89	395.099	393.134	101.586	469.432	149.733
TCONS_00264739	chr7:148502035-148502372	-	338	4	4	5	1	8	0	205.346	325.297	354.024	48.7892	541.096	0
TCONS_00264780	chr7:156470048-156470940	-	893	16	21	15	20	13	17	310.894	646.406	401.994	369.334	332.808	462.725
TCONS_00264838	chr7:12282128-12282329	+	202	0	3	0	0	0	11	0	408.232	0	0	0	1323.63
TCONS_00264916	chr7:33692109-33692325	+	217	3	2	0	8	2	12	239.886	253.342	0	607.954	210.703	1344.15
TCONS_00264917	chr7:33694827-33695656	+	830	2	6	0	6	15	10	41.8115	198.706	0	119.21	413.156	292.851
TCONS_00264918	chr7:33696241-33696906	+	666	4	0	6	7	3	15	104.215	0	215.604	173.326	102.979	547.447
TCONS_00264920	chr7:33768540-33768941	+	402	4	0	8	2	10	19	172.654	0	476.259	82.0436	568.69	1148.82
TCONS_00264931	chr7:39751522-39751948	+	427	1	0	0	9	2	13	40.6365	0	0	347.581	107.079	740.015
TCONS_00264941	chr7:42383324-42383603	+	280	0	0	0	0	0	15	0	0	0	0	0	1302.14
TCONS_00264980	chr7:66114378-66115204	+	827	3	6	5	9	4	17	62.9448	199.427	144.692	179.464	110.575	499.653
TCONS_00265071	chr7:79853633-79854058	+	426	2	0	1	6	4	11	81.4637	0	56.1785	232.264	214.66	627.637
TCONS_00265073	chr7:80229757-80230356	+	600	11	0	0	3	8	16	318.116	0	0	82.4538	304.818	648.177
TCONS_00265076	chr7:84152478-84152687	+	210	6	0	0	2	0	7	495.765	0	0	157.055	0	810.222
TCONS_00265117	chr7:93943562-93944062	+	501	0	0	1	3	5	21	0	0	47.7685	98.7471	228.157	1018.84
TCONS_00265183	chr7:100043522-100044250	+	729	9	7	0	0	3	10	214.219	263.942	0	0	94.0795	333.425
TCONS_00265206	chr7:105517826-105518289	+	464	3	2	1	0	1	11	112.188	118.481	51.5777	0	49.2701	576.235
TCONS_00265260	chr7:127741222-127741915	+	694	6	10	9	10	10	11	150.015	396.075	310.358	237.619	329.414	385.264
TCONS_00265273	chr7:128172248-128173655	+	1408	76	46	58	84	92	60	936.601	898.033	985.837	983.824	1493.78	1035.79
TCONS_00265274	chr7:128220155-128220594	+	440	6	3	0	0	3	11	236.615	187.416	0	0	155.873	607.666
TCONS_00265275	chr7:128258747-128259062	+	316	16	2	4	4	16	20	878.571	173.972	302.937	208.744	1157.54	1538.4
TCONS_00265309	chr7:135363336-135363960	+	625	14	5	10	7	13	11	388.68	219.901	382.913	184.697	475.516	427.797
TCONS_00265310	chr7:135364080-135364911	+	832	8	2	4	12	3	13	166.844	66.076	115.058	237.848	82.4327	379.791
TCONS_00265343	chr7:148887633-148888005	+	373	3	2	3	2	7	10	139.558	147.387	192.483	88.4223	429.033	651.653
TCONS_00265344	chr7:148925882-148926358	+	477	7	1	0	6	1	13	254.638	57.6261	0	207.431	47.9273	662.445
TCONS_00265449	chr7:15794895-15795120	-	226	0	0	0	2	0	10	0	0	0	145.936	0	1075.52
TCONS_00265467	chr7:17814758-17815327	-	570	4	6	3	6	4	15	121.767	289.343	125.958	173.587	160.43	639.649
TCONS_00265468	chr7:17827324-17827958	-	635	11	9	4	6	15	15	300.582	389.588	150.753	155.818	540.031	574.173
TCONS_00265501	chr7:22760559-22760923	-	365	0	0	0	2	5	11	0	0	0	90.3604	313.169	732.529
TCONS_00265530	chr7:26692079-26692457	-	379	3	5	0	2	0	7	137.349	362.634	0	87.0225	0	448.936
TCONS_00265536	chr7:27197443-27197526	-	254	0	0	1	2	0	8	0	0	94.2206	129.849	0	765.564
TCONS_00265571	chr7:32763345-32763712	-	368	6	4	2	8	8	13	282.909	298.779	130.065	358.495	496.985	858.659
TCONS_00265586	chr7:35638906-35639191	-	286	0	0	0	0	0	10	0	0	0	0	0	849.883
TCONS_00265587	chr7:35656536-35657061	-	526	1	6	5	6	1	16	32.9882	313.547	227.491	188.108	43.4626	739.366
TCONS_00265681	chr7:65934387-65934638	-	252	0	1	0	1	0	10	0	109.078	0	65.4395	0	964.55
TCONS_00265787	chr7:93483943-93484385	-	443	1	7	0	5	10	9	39.1688	434.342	0	186.126	516.057	493.815
TCONS_00265788	chr7:93484581-93485476	-	896	13	11	7	13	6	17	251.756	337.46	186.969	239.263	153.089	461.175
TCONS_00265793	chr7:93805853-93806076	-	224	1	0	0	1	0	10	77.4633	0	0	73.6195	0	1085.12
TCONS_00265799	chr7:97556822-97557108	-	287	1	6	0	4	2	10	60.4591	574.654	0	229.836	159.312	846.922
TCONS_00265820	chr7:100290956-100291297	-	342	3	0	0	6	2	12	152.209	0	0	289.312	133.692	852.865
